   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.002    0.000 factor_.py:401(perfect_power)
       33    0.000    0.000    0.000    0.000 factor_.py:482(_factors)
       30    0.001    0.000    0.001    0.000 factor_.py:976(factorint)
        2    0.000    0.000    0.008    0.004 factorials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 factorials.py:16(CombinatorialFunction)
        1    0.000    0.000    0.000    0.000 factorials.py:288(MultiFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:292(subfactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:35(factorial)
        1    0.000    0.000    0.000    0.000 factorials.py:379(factorial2)
        1    0.000    0.000    0.000    0.000 factorials.py:496(RisingFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:634(FallingFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:775(binomial)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.011    0.011 facts.py:1(<module>)
        1    0.000    0.000    0.002    0.002 facts.py:114(<listcomp>)
        1    0.028    0.028    0.173    0.173 facts.py:134(apply_beta_to_alpha_route)
    13854    0.040    0.000    0.121    0.000 facts.py:204(<genexpr>)
        1    0.001    0.001    0.002    0.002 facts.py:213(rules_2prereq)
        1    0.000    0.000    0.000    0.000 facts.py:251(TautologyDetected)
        1    0.000    0.000    0.000    0.000 facts.py:256(Prover)
        1    0.000    0.000    0.000    0.000 facts.py:285(__init__)
        3    0.001    0.000    0.001    0.000 facts.py:289(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 facts.py:300(rules_alpha)
        2    0.000    0.000    0.001    0.000 facts.py:304(rules_beta)
   194/68    0.001    0.000    0.012    0.000 facts.py:308(process_rule)
   158/68    0.001    0.000    0.011    0.000 facts.py:325(_process_rule)
       22    0.000    0.000    0.000    0.000 facts.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:374(FactRules)
        1    0.001    0.001    0.296    0.296 facts.py:405(__init__)
       37    0.000    0.000    0.000    0.000 facts.py:433(<setcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:445(<setcomp>)
       53    0.001    0.000    0.002    0.000 facts.py:451(<setcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:465(InconsistentAssumptions)
        1    0.000    0.000    0.000    0.000 facts.py:471(FactKB)
     1092    0.002    0.000    0.002    0.000 facts.py:479(__init__)
     9189    0.011    0.000    0.011    0.000 facts.py:482(_tell)
      787    0.030    0.000    0.058    0.000 facts.py:499(deduce_all_facts)
    10528    0.009    0.000    0.012    0.000 facts.py:533(<genexpr>)
       53    0.000    0.000    0.000    0.000 facts.py:54(_base_fact)
      741    0.001    0.000    0.002    0.000 facts.py:65(_as_pair)
        1    0.032    0.032    0.094    0.094 facts.py:74(transitive_closure)
        1    0.004    0.004    0.103    0.103 facts.py:94(deduce_alpha_implications)
        1    0.000    0.000    0.007    0.007 fancysets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fancysets.py:1015(ComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:1290(CartesianComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:1346(PolarComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:135(Naturals0)
        1    0.000    0.000    0.001    0.001 fancysets.py:1401(Complexes)
        1    0.000    0.000    0.000    0.000 fancysets.py:1428(__new__)
        1    0.000    0.000    0.000    0.000 fancysets.py:162(Integers)
        1    0.000    0.000    0.000    0.000 fancysets.py:22(Rationals)
        1    0.000    0.000    0.000    0.000 fancysets.py:233(Reals)
        1    0.000    0.000    0.000    0.000 fancysets.py:262(__new__)
        1    0.000    0.000    0.000    0.000 fancysets.py:272(ImageSet)
        1    0.000    0.000    0.000    0.000 fancysets.py:498(Range)
        1    0.000    0.000    0.000    0.000 fancysets.py:71(Naturals)
        1    0.000    0.000    0.022    0.022 fcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fcode.py:67(FCodePrinter)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.002    0.002 field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 field.py:9(Field)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
        1    0.000    0.000    0.000    0.000 fields.py:262(FracElement)
        1    0.000    0.000    0.007    0.007 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 finite_diff.py:1(<module>)
        1    0.000    0.000    0.232    0.232 finitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 finitefield.py:12(FiniteField)
        1    0.000    0.000    0.003    0.003 fnmatch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.001    0.001 fnmatch.py:48(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.019    0.019 fnodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnodes.py:124(Subroutine)
        1    0.000    0.000    0.000    0.000 fnodes.py:154(SubroutineCall)
        1    0.000    0.000    0.000    0.000 fnodes.py:170(Do)
        1    0.000    0.000    0.000    0.000 fnodes.py:207(ArrayConstructor)
        1    0.000    0.000    0.000    0.000 fnodes.py:226(ImpliedDoLoop)
        1    0.000    0.000    0.000    0.000 fnodes.py:250(Extent)
        1    0.000    0.000    0.000    0.000 fnodes.py:269(__new__)
        1    0.000    0.000    0.001    0.001 fnodes.py:286(dimension)
        1    0.000    0.000    0.000    0.000 fnodes.py:32(Program)
        1    0.000    0.000    0.000    0.000 fnodes.py:52(use_rename)
        1    0.000    0.000    0.000    0.000 fnodes.py:524(GoTo)
        1    0.000    0.000    0.000    0.000 fnodes.py:542(FortranReturn)
        1    0.000    0.000    0.000    0.000 fnodes.py:564(FFunction)
        1    0.000    0.000    0.000    0.000 fnodes.py:575(F95Function)
        1    0.000    0.000    0.000    0.000 fnodes.py:579(isign)
        1    0.000    0.000    0.000    0.000 fnodes.py:584(dsign)
        1    0.000    0.000    0.000    0.000 fnodes.py:589(cmplx)
        1    0.000    0.000    0.000    0.000 fnodes.py:594(kind)
        1    0.000    0.000    0.000    0.000 fnodes.py:599(merge)
        1    0.000    0.000    0.000    0.000 fnodes.py:604(_literal)
        1    0.000    0.000    0.000    0.000 fnodes.py:616(literal_sp)
        1    0.000    0.000    0.000    0.000 fnodes.py:622(literal_dp)
        1    0.000    0.000    0.000    0.000 fnodes.py:628(sum_)
        1    0.000    0.000    0.000    0.000 fnodes.py:635(product_)
        1    0.000    0.000    0.000    0.000 fnodes.py:77(use)
        1    0.000    0.000    0.000    0.000 fnodes.py:99(Module)
        1    0.000    0.000    0.009    0.009 formal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formal.py:1442(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 formal.py:1493(FormalPowerSeriesProduct)
        1    0.000    0.000    0.000    0.000 formal.py:1560(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 formal.py:1630(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 formal.py:922(Coeff)
        1    0.000    0.000    0.000    0.000 formal.py:932(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:123(FourierSeries)
        1    0.000    0.000    0.000    0.000 fourier.py:445(FiniteFourierSeries)
        1    0.000    0.000    0.000    0.000 fractionfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fractionfield.py:10(FractionField)
       54    0.000    0.000    0.000    0.000 fractions.py:282(numerator)
       54    0.000    0.000    0.000    0.000 fractions.py:286(denominator)
        7    0.000    0.000    0.000    0.000 fractions.py:302(_operator_fallbacks)
        1    0.000    0.000    0.005    0.005 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
       54    0.002    0.000    0.004    0.000 fractions.py:84(__new__)
        1    0.000    0.000    0.001    0.001 free_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 free_groups.py:114(FreeGroup)
        1    0.000    0.000    0.000    0.000 free_groups.py:345(FreeGroupElement)
        1    0.001    0.001    0.032    0.032 fromnumeric.py:1(<module>)
      264    0.000    0.000    0.000    0.000 fromnumeric.py:194(_reshape_dispatcher)
      264    0.001    0.000    0.004    0.000 fromnumeric.py:199(reshape)
      264    0.000    0.000    0.000    0.000 fromnumeric.py:3113(_size_dispatcher)
      264    0.000    0.000    0.000    0.000 fromnumeric.py:3117(size)
      264    0.001    0.000    0.002    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.000    0.000    0.000    0.000 fu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 funcmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:9(FunctionMatrix)
        1    0.001    0.001    0.037    0.037 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:100(ArgumentIndexError)
        1    0.000    0.000    0.000    0.000 function.py:1008(Derivative)
        1    0.000    0.000    0.000    0.000 function.py:106(BadSignatureError)
        1    0.000    0.000    0.000    0.000 function.py:111(BadArgumentsError)
      264    0.004    0.000    0.055    0.000 function.py:117(arity)
      264    0.001    0.000    0.001    0.000 function.py:138(<listcomp>)
      194    0.001    0.000    0.001    0.000 function.py:140(<listcomp>)
      373    0.001    0.000    0.001    0.000 function.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 function.py:146(FunctionClass)
      222    0.004    0.000    0.173    0.001 function.py:155(__init__)
        1    0.000    0.000    0.000    0.000 function.py:1888(Lambda)
        1    0.000    0.000    0.000    0.000 function.py:2057(Subs)
      842    0.009    0.000    0.096    0.000 function.py:211(nargs)
        1    0.000    0.000    0.000    0.000 function.py:255(Application)
      842    0.018    0.000    0.024    0.000 function.py:265(__new__)
        1    0.000    0.000    0.000    0.000 function.py:351(Function)
      842    0.013    0.000    0.167    0.000 function.py:442(__new__)
       31    0.000    0.000    0.033    0.001 function.py:62(_coeff_isneg)
        1    0.000    0.000    0.000    0.000 function.py:806(AppliedUndef)
        1    0.000    0.000    0.000    0.000 function.py:852(UndefSageHelper)
        1    0.000    0.000    0.000    0.000 function.py:866(UndefinedFunction)
        1    0.000    0.000    0.000    0.000 function.py:933(WildFunction)
        1    0.000    0.000    0.000    0.000 function.py:96(PoleError)
        2    0.001    0.000    0.014    0.007 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
      274    0.001    0.000    0.001    0.000 function_base.py:419(_needs_add_docstring)
      274    0.000    0.000    0.002    0.000 function_base.py:437(_add_docstring)
      274    0.001    0.000    0.009    0.000 function_base.py:451(add_newdoc)
        1    0.000    0.000    0.000    0.000 function_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        3    0.003    0.001    0.006    0.002 functions.py:18(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
      528    0.003    0.000    0.044    0.000 functions.py:301(log)
       84    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
      124    0.000    0.000    0.000    0.000 functions.py:84(defun)
        1    0.000    0.000    0.000    0.000 functions.py:87(defun_static)
      762    0.008    0.000    0.014    0.000 functools.py:34(update_wrapper)
      100    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
      100    0.001    0.000    0.003    0.000 functools.py:525(decorating_function)
      661    0.002    0.000    0.002    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.002    0.002 galoistools.py:1(<module>)
        1    0.000    0.000    0.012    0.012 gamma_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1038(digamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1131(trigamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1231(multigamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:227(lowergamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:28(gamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:379(uppergamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:539(polygamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:836(loggamma)
        1    0.000    0.000    0.001    0.001 gammasimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gammasimp.py:474(_rf)
        1    0.000    0.000    0.004    0.004 gammazeta.py:1(<module>)
        1    0.000    0.000    0.004    0.004 gammazeta.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        1    0.000    0.000    0.002    0.002 generate.py:1(<module>)
       24    0.000    0.000    0.001    0.000 generate.py:145(primerange)
        3    0.000    0.000    0.000    0.000 generate.py:22(_aset)
        9    0.000    0.000    0.000    0.000 generate.py:261(search)
        1    0.000    0.000    0.000    0.000 generate.py:30(Sieve)
        1    0.000    0.000    0.000    0.000 generate.py:409(primepi)
        1    0.000    0.000    0.000    0.000 generate.py:48(__init__)
        9    0.000    0.000    0.000    0.000 generate.py:523(nextprime)
        4    0.000    0.000    0.000    0.000 generate.py:53(<genexpr>)
       27    0.000    0.000    0.002    0.000 generate.py:642(primerange)
        9    0.000    0.000    0.000    0.000 generate.py:81(extend)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        4    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.001    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
